0,1,2,3,4,5,6,label
6.02345,-18.6,2.3,0.1,79.4,7.0,457.0,2.99573
7.62413,0.1,2.6,1.5,230.0,19.0,175.0,3.73767
5.84064,7.4,4.3,0.3,189.6,1.0,590.0,2.94444
8.32579,7.6,4.2,0.0,224.1,8.0,583.0,3.58352
7.32053,8.6,2.6,-0.1,189.2,22.0,577.0,3.29584
7.91571,-2.5,3.6,0.0,64.0,15.0,143.0,4.8752
7.7424,10.6,1.8,-1.6,245.0,14.0,177.0,4.33073
6.91771,-1.6,1.1,0.0,282.0,23.0,51.0,3.29584
7.78239,5.0,3.1,-0.4,230.0,16.0,545.0,3.78419
5.18739,5.2,4.4,0.8,206.0,4.0,126.0,3.61092
6.14204,5.3,2.3,1.2,153.1,1.0,587.0,2.83321
5.48064,-13.1,1.1,1.3,62.9,5.0,464.0,3.7612
5.2933,3.3,2.2,0.5,77.1,2.0,562.0,3.58352
5.4848,-0.8,3.5,0.0,176.8,5.0,522.0,3.17805
5.03044,-4.0,1.5,-0.1,108.2,2.0,521.0,3.52636
7.6406,1.7,2.3,-0.3,85.0,15.0,167.0,4.21951
8.29255,6.1,4.2,0.3,23.0,17.0,173.0,3.93183
5.70378,5.8,2.8,0.0,43.0,7.0,189.0,2.30259
5.4848,5.7,3.3,0.5,228.0,5.0,204.0,3.2581
7.02997,14.9,2.8,-5.0,255.5,10.0,594.0,2.70805
5.31321,-5.7,2.2,0.6,82.0,5.0,165.0,3.55535
6.14419,0.2,3.1,0.1,73.0,9.0,56.0,1.94591
5.14749,-9.0,1.3,0.4,77.0,2.0,88.0,4.36945
7.66388,16.8,6.0,-1.1,272.0,14.0,205.0,4.70048
5.8944,2.8,4.7,0.0,66.0,2.0,574.0,2.48491
7.61085,-0.1,6.6,-0.3,205.2,14.0,489.0,1.60944
7.52294,-12.5,0.8,-0.4,232.0,19.0,463.0,3.78419
4.82831,-7.8,3.7,0.1,58.4,4.0,407.0,1.94591
7.54908,0.9,1.0,-0.6,213.1,12.0,484.0,3.09104
7.75833,-4.2,4.6,-0.1,78.0,10.0,120.0,3.21888
7.50659,21.9,3.6,-2.5,264.1,19.0,608.0,2.48491
6.07764,-10.1,2.8,0.0,73.0,1.0,89.0,2.19722
7.01571,-9.4,1.2,0.0,73.8,23.0,437.0,4.93447
7.59488,11.2,1.7,-2.0,236.0,12.0,188.0,4.04305
8.20576,1.8,3.2,0.2,216.6,8.0,551.0,4.51086
4.59512,0.5,5.5,0.1,354.0,4.0,171.0,1.94591
8.23297,-2.2,1.6,-0.3,211.7,16.0,501.0,3.09104
8.31532,-0.1,5.2,-0.8,79.0,8.0,555.0,4.60517
7.57096,8.4,5.4,-1.8,240.0,11.0,163.0,3.63759
7.61036,0.9,3.0,-0.7,340.0,12.0,142.0,3.46574
8.21528,-2.9,1.4,-0.2,113.4,8.0,521.0,3.8712
8.19146,2.3,2.5,0.6,16.0,17.0,44.0,5.15329
7.67322,-1.4,4.4,-0.1,38.1,14.0,410.0,3.04452
7.78655,0.4,1.5,-0.1,110.0,13.0,124.0,3.49651
4.69135,-11.3,2.5,1.2,82.0,5.0,87.0,2.56495
7.629,0.1,3.9,-0.2,70.7,14.0,506.0,3.85015
5.49717,-5.0,4.0,-0.1,75.4,5.0,440.0,2.48491
6.57368,1.6,2.0,1.2,212.7,6.0,472.0,2.07944
7.90618,-2.8,2.3,-0.1,205.0,20.0,511.0,2.99573
6.55251,-3.5,3.9,-0.1,46.3,24.0,409.0,1.38629
8.22013,2.0,3.5,-0.2,82.0,8.0,64.0,3.17805
5.42935,2.4,3.6,0.1,125.0,5.0,128.0,2.19722
7.89096,7.1,3.4,-0.3,82.5,19.0,571.0,3.55535
8.02453,-2.7,1.4,1.6,66.0,9.0,73.0,3.8712
7.14283,-1.3,1.2,0.6,66.0,21.0,113.0,3.4012
7.97039,5.5,3.9,-0.5,231.0,14.0,131.0,3.04452
6.65801,5.5,1.1,0.9,138.0,24.0,199.0,4.34381
7.10003,-4.0,5.8,-0.4,78.4,11.0,399.0,2.3979
7.65681,-0.2,2.4,0.0,41.0,19.0,157.0,2.63906
4.70953,-2.8,1.8,1.4,198.9,3.0,537.0,2.56495
5.60212,3.8,3.9,-0.2,85.0,5.0,187.0,3.3322
7.85127,0.2,2.8,0.1,78.0,17.0,112.0,2.56495
7.89655,12.8,6.8,-0.6,227.7,15.0,583.0,3.68888
7.20638,-0.8,1.6,1.7,192.6,22.0,469.0,2.3979
4.89035,-10.8,1.5,0.2,57.0,3.0,460.0,2.3979
7.56735,-10.2,0.6,2.4,110.8,10.0,465.0,4.68213
7.61135,0.8,3.1,-0.1,65.6,19.0,429.0,3.04452
6.66823,4.1,1.4,0.2,139.8,24.0,572.0,3.04452
5.0689,4.3,4.9,0.1,82.0,2.0,212.0,2.19722
7.46107,-2.8,1.4,-0.1,243.0,20.0,102.0,3.17805
7.68018,-0.4,0.8,2.6,147.0,21.0,49.0,4.48864
7.80344,2.4,3.9,0.2,14.3,20.0,574.0,2.30259
8.26256,3.4,0.9,0.3,228.0,16.0,109.0,3.29584
7.6695,12.1,2.8,-3.2,256.0,13.0,203.0,3.17805
5.33272,-2.5,2.0,1.3,80.7,3.0,532.0,4.06044
6.30992,-4.5,2.0,0.3,90.0,24.0,100.0,4.15888
6.67456,2.2,7.1,0.1,37.9,6.0,557.0,3.09104
8.09316,-4.7,1.4,1.2,276.8,18.0,445.0,4.41884
6.56667,0.1,2.1,-0.2,247.4,6.0,543.0,2.89037
5.83481,-5.8,7.7,0.1,47.0,7.0,90.0,1.09861
7.794,3.3,4.3,0.8,217.0,17.0,105.0,3.43399
7.76089,2.0,1.7,1.1,234.0,15.0,121.0,3.52636
7.67276,1.3,4.2,0.2,169.0,10.0,61.0,3.13549
7.979,1.4,5.0,-0.1,40.7,9.0,480.0,2.19722
7.78406,6.1,1.9,0.4,171.0,21.0,210.0,3.13549
5.95842,-3.1,4.2,-0.1,52.5,2.0,426.0,2.07944
4.54329,-11.5,1.7,3.7,90.4,4.0,465.0,3.63759
5.62762,-6.6,1.0,-0.1,200.0,2.0,445.0,3.73767
5.66643,-3.8,2.1,0.6,73.0,3.0,77.0,2.48491
7.54539,6.5,9.4,-0.9,250.0,11.0,160.0,1.94591
6.23832,-0.4,3.3,0.3,215.1,24.0,470.0,1.94591
4.56435,-6.3,2.0,2.3,223.0,3.0,148.0,2.77259
6.58203,2.2,1.8,0.1,64.2,6.0,549.0,2.70805
5.31321,-4.9,4.2,0.3,353.0,2.0,117.0,1.79176
5.61677,-1.3,2.8,-0.1,65.2,1.0,486.0,2.30259
7.7111,-5.1,0.7,0.3,60.0,10.0,99.0,4.11087
6.2519,0.1,1.0,0.2,87.0,24.0,111.0,3.4012
7.85516,6.5,5.2,-0.2,69.0,19.0,196.0,3.68888
8.24512,8.6,1.6,-1.0,258.8,15.0,530.0,4.17439
