0,1,2,3,4,5,6,label
8.07527,3.4,5.3,-0.9,10.5,9.0,550.0,3.37417
8.02027,-5.2,4.3,-0.1,17.0,16.0,116.0,3.72086
7.6024,-3.9,2.8,0.0,76.0,10.0,68.0,4.76217
8.25635,8.4,3.1,-0.5,225.0,17.0,207.0,4.01458
7.24708,-10.6,5.5,0.0,62.5,10.0,456.0,4.30407
7.93272,-3.9,4.0,-0.3,78.4,15.0,452.0,3.17805
4.39445,1.3,4.4,0.0,115.0,4.0,59.0,1.36098
7.66856,-2.9,1.6,0.7,65.3,20.0,446.0,4.40916
7.26613,0.9,0.9,0.4,90.0,21.0,75.0,4.02892
7.70616,2.1,6.3,0.0,44.4,13.0,574.0,2.89037
8.11851,0.6,7.1,-0.2,74.6,8.0,425.0,3.88156
7.75319,-5.6,1.5,0.1,238.8,10.0,445.0,4.51852
7.65207,-4.5,4.2,-0.2,100.0,19.0,423.0,4.01096
7.66011,6.4,3.5,-0.2,90.8,20.0,571.0,3.74242
7.59035,11.7,6.4,-0.2,235.0,13.0,34.0,3.71601
6.70564,-5.6,2.4,-0.4,75.5,10.0,518.0,2.85071
8.17132,-5.6,3.5,0.6,79.0,8.0,101.0,4.51305
7.76217,12.2,6.2,-2.1,221.0,14.0,193.0,3.99452
7.22621,-6.5,3.8,-0.1,52.0,21.0,89.0,2.40695
7.53423,1.6,1.7,-1.5,336.0,11.0,135.0,3.91202
7.49165,-9.5,2.0,-0.1,77.3,20.0,437.0,4.45899
7.83953,11.5,2.5,-2.7,243.6,15.0,575.0,3.78872
7.61874,-12.6,2.1,0.5,81.0,15.0,91.0,3.92197
7.82724,17.8,3.5,-1.7,254.1,17.0,568.0,3.16969
7.59589,-2.7,1.3,1.2,159.1,19.0,400.0,4.46245
4.81218,2.7,1.9,0.3,204.2,2.0,479.0,2.92852
7.87284,1.7,1.2,1.4,97.0,15.0,78.0,5.78105
5.65948,-5.1,3.9,0.0,46.5,7.0,406.0,1.28093
8.04206,6.2,1.2,1.3,261.0,18.0,33.0,4.09101
7.15774,-1.1,1.6,-0.1,65.0,22.0,150.0,3.62966
6.24417,2.7,1.5,0.4,196.9,24.0,478.0,3.37759
8.14206,-5.1,1.5,1.5,237.0,8.0,152.0,5.54713
4.49981,3.9,3.6,0.1,68.0,3.0,198.0,2.63906
6.57508,6.2,1.3,1.1,226.0,24.0,200.0,3.99268
4.64439,-3.3,1.9,1.3,88.0,3.0,51.0,3.66099
4.98361,-5.6,4.3,-0.1,78.0,5.0,85.0,2.82731
7.72356,-5.1,0.7,-0.2,216.6,11.0,445.0,4.29592
7.76132,0.0,0.7,0.6,147.7,18.0,470.0,4.94876
6.18002,8.9,4.8,1.0,215.0,1.0,34.0,2.68785
7.21598,8.8,2.1,0.7,90.1,21.0,579.0,4.0483
5.50939,10.3,2.2,1.4,37.4,4.0,608.0,3.32863
4.99043,1.3,2.3,2.2,277.0,2.0,53.0,4.13996
7.04229,-5.2,2.5,-0.3,73.0,11.0,85.0,3.74242
7.35308,2.4,1.1,0.9,77.0,21.0,187.0,4.28082
4.12713,2.5,5.6,0.3,213.5,3.0,526.0,2.79728
7.7698,6.1,2.5,-1.0,237.2,13.0,545.0,3.65584
7.58731,2.1,3.4,-0.7,354.0,11.0,40.0,4.02535
5.63835,-13.8,1.0,1.8,61.0,7.0,91.0,3.44042
7.64204,10.2,2.6,-2.1,249.5,14.0,534.0,4.42485
5.26269,-0.9,1.1,2.1,271.0,5.0,48.0,3.94352
7.25205,7.1,2.4,0.4,63.0,21.0,197.0,4.21804
5.19296,-18.6,2.7,0.8,86.0,5.0,92.0,3.44999
7.31986,16.8,3.4,-0.3,41.5,17.0,564.0,2.52573
7.68064,0.3,1.3,1.4,221.8,19.0,469.0,4.4705
8.1568,-0.7,5.1,0.0,57.2,16.0,425.0,4.18205
6.94794,-3.4,0.6,-0.5,97.0,11.0,119.0,3.17388
7.14204,-1.6,2.1,2.0,85.0,22.0,78.0,4.62399
5.0626,-2.1,2.5,-0.1,81.7,4.0,400.0,2.73437
6.13123,3.5,8.4,0.6,209.9,7.0,475.0,3.2581
6.85857,-4.8,3.1,-0.1,86.0,23.0,115.0,3.22684
5.39816,0.7,1.3,0.8,208.0,6.0,180.0,2.98062
5.14749,-9.0,1.3,0.4,77.0,2.0,88.0,3.84374
8.16707,6.3,4.8,-0.3,61.0,15.0,194.0,4.26127
6.6174,2.2,3.9,0.0,67.0,6.0,199.0,3.39786
7.43248,8.9,2.0,-2.4,201.4,12.0,581.0,3.39451
7.76302,12.3,2.0,-3.7,273.4,11.0,563.0,4.36437
5.42495,1.1,3.8,-0.1,79.0,5.0,70.0,2.26176
7.12769,0.1,4.2,1.0,235.0,22.0,141.0,3.44042
7.41998,-4.6,3.0,-0.1,82.0,20.0,115.0,4.12713
6.89163,0.1,1.0,0.5,334.0,23.0,66.0,2.98062
7.97247,-4.8,3.7,0.0,16.0,18.0,116.0,3.65066
7.75018,9.9,1.8,-1.3,266.3,14.0,529.0,4.25135
7.42536,4.0,5.8,0.2,184.6,20.0,402.0,3.65842
7.63723,-5.4,4.1,-0.2,72.5,17.0,440.0,3.99083
6.55108,-12.0,2.8,0.4,82.5,6.0,444.0,4.44147
4.98361,1.8,3.5,0.3,121.0,4.0,128.0,2.28238
6.57508,5.0,0.8,0.3,262.7,6.0,403.0,3.9279
7.09257,4.6,3.4,0.2,194.0,22.0,109.0,3.3569
7.83201,-0.2,0.6,-0.3,99.7,7.0,541.0,4.18814
7.55329,-0.9,1.1,-0.3,92.0,13.0,51.0,4.2017
7.23778,11.9,4.2,-1.3,233.0,15.0,180.0,2.41591
8.20084,-9.0,2.4,0.0,84.0,8.0,100.0,4.33336
5.81711,1.3,3.8,0.3,33.0,5.0,174.0,1.58924
8.26462,7.7,2.6,-0.8,69.1,16.0,571.0,4.0483
5.05625,-7.0,3.2,-0.1,67.0,20.0,85.0,2.65324
7.73193,2.6,4.2,-0.2,77.9,14.0,514.0,4.06732
5.99396,1.6,1.7,1.5,209.1,1.0,545.0,3.86283
7.64108,6.7,2.3,-0.4,247.0,10.0,33.0,3.98155
7.74587,1.6,2.1,-0.1,146.0,17.0,167.0,3.81331
5.14749,-6.5,1.7,0.8,184.0,5.0,154.0,4.31615
5.66643,6.7,2.4,-0.1,66.1,5.0,592.0,3.33932
7.34923,-0.4,1.9,1.0,77.0,21.0,72.0,3.96651
4.45435,-13.8,4.2,0.2,80.0,4.0,95.0,3.86073
4.58497,1.8,2.3,0.1,59.0,4.0,164.0,2.56495
7.68202,3.5,5.0,-1.0,78.0,11.0,166.0,4.30946
6.52942,9.5,6.5,-0.8,210.0,10.0,35.0,2.94444
7.75791,5.2,4.6,-0.8,214.0,14.0,176.0,4.17439
5.78996,8.4,0.5,-2.6,108.5,7.0,588.0,2.95491
8.16223,4.7,5.9,0.4,207.0,17.0,128.0,4.03247
